name,full_name,short_name,image,height,weight,positions,date_of_birth,transfer_value,wage,preferred_foot,club_name,club_logo,club_kit_number,club_joined,club_contract_valid_until,country_flag,fc_profile_id,fc_club_id,total_apps,starting_apps,sub_apps,mins_played,motm,rating,red,yellow,goals,assists,shots_per_game,dribbles_per_game,fouled_per_game,offside_per_game,possession_lost_per_game,bad_touch_per_game,key_passes_per_game,passes_per_game,pass_accuracy,cross_per_game,long_pass_per_game,through_pass_per_game,tackles_per_game,interceptions_per_game,fouls_per_game,clearances_per_game,dribbled_past_per_game,blocks_per_game,own_goals
Tino Livramento,Valentino Livramento,T. Livramento,https://cdn.futbin.com/content/fifa24/img/players/262118.png,181,157,RB,2002-11-12,€9M,€47K,right,Newcastle United,https://cdn.sofifa.net/meta/team/20/60.png,21,2023-08-08,2028,https://cdn.sofifa.net/flags/gb-eng.png,262118.0,13,6,0,6,136,0,6.25,0,1,0,0,0,0,0.3,0,0.5,0.8,0.2,8,89.6,0,0,0,1.3,0.5,0.3,0.5,0.3,0.3,0
Matt Ritchie,Matt Ritchie,M. Ritchie,https://cdn.futbin.com/content/fifa24/img/players/186395.png,172,168,"LM,LB",1989-09-10,€1.5M,€58K,left,Newcastle United,https://cdn.sofifa.net/meta/team/20/60.png,11,2016-07-01,2024,https://cdn.sofifa.net/flags/gb-sct.png,186395.0,13,2,0,2,69,0,6.23,0,0,0,0,1,0,0.5,0,0.5,0,0,14,85.7,0,0,0,1,0.5,0.5,2.5,0.5,0,0
Emil Krafth,Emil Henry Kristoffer Krafth,E. Krafth,https://cdn.futbin.com/content/fifa24/img/players/207650.png,184,183,"RB,CB",1994-08-02,€2.8M,€63K,right,Newcastle United,https://cdn.sofifa.net/meta/team/20/60.png,17,2019-08-08,2024,https://cdn.sofifa.net/flags/se.png,207650.0,13,1,0,1,1,0,6.00,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
Matt Targett,Matt Targett,M. Targett,https://cdn.futbin.com/content/fifa24/img/players/218659.png,183,154,LB,1995-09-18,€7M,€74K,left,Newcastle United,https://cdn.sofifa.net/meta/team/20/60.png,13,2022-06-10,2026,https://cdn.sofifa.net/flags/gb-eng.png,218659.0,13,3,1,2,78,0,5.91,0,1,0,0,0,0,0.7,0,0,0,0.3,12.7,86.8,0,0.3,0,0.7,0,0,0.7,0,0,0
Ben Parkinson,Ben Parkinson,B. Parkinson,https://cdn.futbin.com/content/fifa24/img/players/275876.png,183,146,"RW,ST",2005-03-10,€450K,€6K,right,Newcastle United,https://cdn.sofifa.net/meta/team/20/60.png,63,2023-07-14,2024,https://cdn.sofifa.net/flags/gb-eng.png,275876.0,13,1,0,1,24,0,5.89,0,0,0,0,0,0,0,1,0,0,0,3,33.3,0,0,0,0,0,0,1,0,0,0
Willy-Arnaud Boly,Willy-Arnaud Boly,Willy-Arnaud Boly,,0,0,,,,,,Nottingham Forest,,,,,,,,10,9,1,770,1,7.19,0,1,1,0,1,0.1,0.1,0.1,0.1,0.2,0.3,36.5,79.7,0,1.2,0.1,2.3,1.6,1.2,4.9,0.7,1.3,0
Odysseas Vlachodimos,Odysseas Vlachodimos,Odysseas Vlachodimos,,0,0,,,,,,Nottingham Forest,,,,,,,,2,2,0,180,0,7.10,0,0,0,0,0,0,0.5,0,0,0,0.5,27,74.1,0,7,0,0,0,0,1.5,0,0,0
Murillo,Murillo Costa dos Santos,Murillo,https://cdn.futbin.com/content/fifa24/img/players/278016.png,184,174,CB,2002-07-04,€2.7M,€15K,left,Nottingham Forest,https://cdn.sofifa.net/meta/team/63/60.png,40,2023-08-31,2028,https://cdn.sofifa.net/flags/br.png,278016.0,14,6,6,0,526,0,7.00,0,1,0,0,0.7,1.5,0.2,0,0.3,0.3,0.3,46.3,82.4,0,3.7,0,1.5,0.8,0.7,5.8,0.5,0.5,0
Nicolás Domínguez,Nicolás Martín Domínguez,N. Domínguez,https://cdn.futbin.com/content/fifa24/img/players/237819.png,179,161,"CDM,CM",1998-06-28,€15M,€52K,right,Nottingham Forest,https://cdn.sofifa.net/meta/team/63/60.png,16,2023-09-01,2028,https://cdn.sofifa.net/flags/ar.png,237819.0,14,7,7,0,540,1,6.88,0,1,1,0,1.4,0.1,1.1,0.3,0.6,0.6,0,37.4,82.1,0,1.7,0,3.7,0.6,1,1.6,1,0,0
Morgan Gibbs-White,Morgan Anthony Gibbs-White,M. Gibbs-White,https://cdn.futbin.com/content/fifa24/img/players/236015.png,178,154,"CAM,CF,LW",2000-01-27,€16.5M,€52K,right,Nottingham Forest,https://cdn.sofifa.net/meta/team/63/60.png,10,2022-08-19,2027,https://cdn.sofifa.net/flags/gb-eng.png,236015.0,14,12,11,1,1014,0,6.82,0,3,0,1,1.5,1.5,1.6,0.2,0.8,2.3,1.8,31,72.3,1.7,2.2,0,0.9,0.6,0.7,0.5,0.7,0.2,0
Scott McKenna,Scott McKenna,S. McKenna,https://cdn.futbin.com/content/fifa24/img/players/225974.png,189,176,CB,1996-11-12,€3.5M,€41K,left,Nottingham Forest,https://cdn.sofifa.net/meta/team/63/60.png,26,2020-09-23,2024,https://cdn.sofifa.net/flags/gb-sct.png,225974.0,14,5,5,0,417,0,6.81,0,0,0,0,0.4,0,0.4,0,0,0.6,0.6,33.8,77.5,0,1.4,0,0.8,1,0.6,5,0.2,0.8,0
Harry Toffolo,Harry Toffolo,H. Toffolo,https://cdn.futbin.com/content/fifa24/img/players/206086.png,183,157,"LB,LWB",1995-08-19,€1.8M,€32K,left,Nottingham Forest,https://cdn.sofifa.net/meta/team/63/60.png,15,2022-07-20,2025,https://cdn.sofifa.net/flags/gb-eng.png,206086.0,14,6,4,2,393,0,6.77,0,0,0,3,0.3,0,0.2,0,0.2,0.5,1.2,22.8,75.2,1,0.8,0,1.3,1,1,1.8,0.7,0.8,0
Callum Hudson-Odoi,Callum Hudson-Odoi,C. Hudson-Odoi,https://cdn.futbin.com/content/fifa24/img/players/240740.png,182,168,"LW,RW",2000-11-07,€8.5M,€51K,right,Nottingham Forest,https://cdn.sofifa.net/meta/team/63/60.png,14,2023-09-01,2026,https://cdn.sofifa.net/flags/gb-eng.png,240740.0,14,4,3,1,231,1,6.76,0,0,1,0,0.8,2,0.8,0.5,0.5,0,1,22,84.1,0.3,1.8,0,0.5,0,1.3,0.5,0.8,0,0
Taiwo Awoniyi,Taiwo Michael Awoniyi,T. Awoniyi,https://cdn.futbin.com/content/fifa24/img/players/230978.png,189,187,ST,1997-08-12,€14M,€63K,right,Nottingham Forest,https://cdn.sofifa.net/meta/team/63/60.png,9,2022-07-01,2027,https://cdn.sofifa.net/flags/ng.png,230978.0,14,10,8,2,672,0,6.74,0,1,4,2,1.2,0.6,0.7,0.9,0.9,2.5,0.9,11.4,72.8,0,0,0.1,0.5,0,0.8,0.8,0.1,0,0
Anthony Elanga,Anthony David Junior Elanga,A. Elanga,https://cdn.futbin.com/content/fifa24/img/players/257470.png,178,165,"RW,ST,LW",2002-04-27,€7M,€38K,right,Nottingham Forest,https://cdn.sofifa.net/meta/team/63/60.png,21,2023-07-25,2028,https://cdn.sofifa.net/flags/se.png,257470.0,14,12,6,6,650,0,6.72,0,1,2,3,1.4,0.9,0.7,0.6,0.4,2.3,0.7,15.4,72.4,0.3,0.2,0.1,0.5,0.3,0.1,0.3,0.2,0.1,0
Ibrahim Sangaré,Ibrahim Sangaré,I. Sangaré,https://cdn.futbin.com/content/fifa24/img/players/235173.png,191,170,"CDM,CM",1997-12-02,€31M,€70K,right,Nottingham Forest,https://cdn.sofifa.net/meta/team/63/60.png,6,2023-09-01,2028,https://cdn.sofifa.net/flags/ci.png,235173.0,14,8,8,0,647,0,6.71,0,4,0,0,0.8,0.5,0.6,0.1,0.5,0.5,0.5,29.8,81.1,0,1.6,0.3,3.1,1.1,1.8,1.5,1.3,0.6,0
Ola Aina,Temitayo Olufisayo Olaoluwa Aina,O. Aina,https://cdn.futbin.com/content/fifa24/img/players/224656.png,184,181,"LB,LM,RM",1996-10-08,€3.3M,€41K,right,Nottingham Forest,https://cdn.sofifa.net/meta/team/63/60.png,43,2023-07-22,2024,https://cdn.sofifa.net/flags/ng.png,224656.0,14,9,8,1,633,1,6.61,0,3,1,1,0.3,0.7,0.9,0.2,0.6,0.3,0.3,21.4,75.1,0,0.4,0,1.9,0.3,0.7,2.2,0.6,0.3,0
Sèrge Aurier,Sèrge Aurier,Sèrge Aurier,,0,0,,,,,,Nottingham Forest,,,,,,,,11,9,2,745,1,6.56,0,2,0,2,0.5,0.2,0.8,0,0.6,0.6,0.4,29.3,78.6,0.4,0.5,0,1.4,0.6,0.6,2.5,0.5,0.3,0
Matt Turner,Matthew Charles Turner,M. Turner,https://cdn.futbin.com/content/fifa24/img/players/233267.png,190,174,GK,1994-06-24,€8.5M,€47K,right,Nottingham Forest,https://cdn.sofifa.net/meta/team/63/60.png,1,2023-08-09,2027,https://cdn.sofifa.net/flags/us.png,233267.0,14,10,10,0,900,0,6.51,0,1,0,0,0,0,0.3,0,0,0.1,0,27.6,63.8,0,7.3,0,0,0,0,0.5,0,0,0
Orel Mangala,Orel Mangala,O. Mangala,https://cdn.futbin.com/content/fifa24/img/players/234078.png,178,176,"CM,CDM",1998-03-18,€10.5M,€54K,right,Nottingham Forest,https://cdn.sofifa.net/meta/team/63/60.png,5,2022-07-31,2026,https://cdn.sofifa.net/flags/be.png,234078.0,14,11,11,0,918,0,6.49,0,4,1,0,0.6,0.5,0.8,0,1.2,0.9,0.4,32.2,88.1,0.1,0.7,0,1.3,1.4,1.4,1.3,0.9,0.3,0
Neco Williams,Neco Williams,N. Williams,https://cdn.futbin.com/content/fifa24/img/players/243057.png,183,159,"RWB,RB,LWB",2001-04-13,€8M,€39K,right,Nottingham Forest,https://cdn.sofifa.net/meta/team/63/60.png,7,2022-07-10,2026,https://cdn.sofifa.net/flags/gb-wls.png,243057.0,14,5,1,4,121,0,6.42,0,0,0,0,0.2,0.2,0.2,0,1.6,0.8,0.4,7.8,64.1,0.4,0.2,0,1.8,1.4,0,0.2,0.8,0.2,0
Chris Wood,Chris Wood,Chris Wood,,0,0,,,,,,Nottingham Forest,,,,,,,,10,2,8,248,1,6.40,0,0,3,0,0.9,0,0.3,0.1,0.5,0.5,0.6,7.3,58.9,0,0.1,0,0.1,0.1,0.5,0.5,0.1,0,0
Ryan Yates,Ryan Yates,R. Yates,https://cdn.futbin.com/content/fifa24/img/players/235642.png,190,170,"CDM,CM",1997-11-21,€7.5M,€46K,right,Nottingham Forest,https://cdn.sofifa.net/meta/team/63/60.png,22,2016-07-01,2025,https://cdn.sofifa.net/flags/gb-eng.png,235642.0,14,9,3,6,360,0,6.33,0,2,0,0,0.2,0,0.9,0.1,0.3,0.4,0.1,12.8,75.7,0.1,0.2,0,1.4,0.7,1.4,1.3,0.3,0.4,0
Joe Worrall,Joe Worrall,J. Worrall,https://cdn.futbin.com/content/fifa24/img/players/230708.png,190,198,CB,1997-01-10,€4.6M,€45K,right,Nottingham Forest,https://cdn.sofifa.net/meta/team/63/60.png,4,2015-07-01,2024,https://cdn.sofifa.net/flags/gb-eng.png,230708.0,14,6,5,1,439,0,6.33,1,0,0,0,0.3,0,0.3,0,0,0,0.3,26.8,84.5,0,2,0,1.2,0.5,0.5,4.3,0.5,0.7,0
Brennan Johnson,Brennan Price Johnson,B. Johnson,https://cdn.futbin.com/content/fifa24/img/players/251421.png,179,157,"RW,ST",2001-05-23,€15M,€63K,right,Tottenham Hotspur,https://cdn.sofifa.net/meta/team/6/60.png,22,2023-09-01,2029,https://cdn.sofifa.net/flags/gb-wls.png,251421.0,18,3,3,0,240,0,6.32,0,0,0,0,1,0.7,2.3,0.3,0.7,1.3,0.3,19.3,81,0,0.7,0,1.3,0,0.3,0,0.7,0.3,0
Danilo,Danilo Luiz da Silva,Danilo,https://cdn.futbin.com/content/fifa24/img/players/199304.png,184,172,"CB,RB",1991-07-15,€17.5M,€100K,right,Juventus,https://cdn.sofifa.net/meta/team/625/60.png,6,2019-08-07,2025,https://cdn.sofifa.net/flags/br.png,199304.0,45,6,4,2,342,0,6.27,0,1,0,0,0.5,0.5,0.2,0.3,0.5,0.7,0.3,20.2,78.5,0,0.8,0,0.8,1.2,0.2,0.7,0.7,0.2,0
Gonzalo Montiel,Gonzalo Ariel Montiel,G. Montiel,https://cdn.futbin.com/content/fifa24/img/players/231340.png,175,154,"RB,RWB",1997-01-01,€20M,€29K,right,Nottingham Forest,https://cdn.sofifa.net/meta/team/63/60.png,29,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/ar.png,231340.0,14,4,1,3,167,0,6.24,0,2,0,0,0.5,0,0,0.3,0,0.8,0.5,20.5,82.9,0,0.8,0,1,0.5,1.3,1.3,0.5,0,0
Moussa Niakhaté,Moussa Niakhaté,M. Niakhaté,https://cdn.futbin.com/content/fifa24/img/players/225859.png,190,187,CB,1996-03-08,€11M,€55K,left,Nottingham Forest,https://cdn.sofifa.net/meta/team/63/60.png,19,2022-07-06,2025,https://cdn.sofifa.net/flags/sn.png,225859.0,14,7,5,2,450,0,6.14,1,1,0,0,0,0,0.1,0,0,0.3,0,27.7,84,0,1.7,0,2,0.4,0.6,2.1,0.3,0.4,0
Cheikhou Kouyaté,Cheikhou Kouyaté,Cheikhou Kouyaté,,0,0,,,,,,Nottingham Forest,,,,,,,,7,0,7,71,0,6.12,0,1,0,0,0.3,0.1,0.1,0,0.1,0.4,0.1,5.6,56.4,0,0,0,0.4,0.1,0,1.1,0.1,0.1,0
Nuno Tavares,Nuno Albertino Varela Tavares,Nuno Tavares,https://cdn.futbin.com/content/fifa24/img/players/251530.png,183,165,"LB,LM",2000-01-26,€10.5M,€64K,left,Nottingham Forest,https://cdn.sofifa.net/meta/team/63/60.png,3,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/pt.png,251530.0,14,3,1,2,94,0,6.05,0,2,0,0,0,0.3,0,0,0,1,0,9,77.8,0.3,0,0,0.7,0,0.7,1,0,0,0
Divock Origi,Divock Origi,Divock Origi,,0,0,,,,,,Nottingham Forest,,,,,,,,5,0,5,60,0,6.01,0,1,0,0,0.4,0,0.6,0,0.6,0.8,0.2,1.6,62.5,0.2,0.2,0,0,0,0.2,0,0,0,0
Andrey Santos,Andrey Nascimento dos Santos,Andrey Santos,https://cdn.futbin.com/content/fifa24/img/players/273018.png,176,141,"CM,CDM",2004-05-03,€3.8M,€25K,right,Nottingham Forest,https://cdn.sofifa.net/meta/team/63/60.png,12,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/br.png,273018.0,14,1,0,1,7,0,5.98,0,0,0,0,2,0,0,0,0,0,0,6,100,0,0,0,0,0,0,0,0,0,0
Oliver McBurnie,Oliver McBurnie,Oliver McBurnie,,0,0,,,,,,Sheffield United,,,,,,,,6,5,1,431,0,6.72,1,1,1,1,1.8,0.7,1.3,0.5,1.2,0.8,0.7,23.7,59.2,0.2,0.2,0.2,0.8,0.3,1,1.5,0.3,0.2,0
Wes Foderingham,Wes Foderingham,Wes Foderingham,,0,0,,,,,,Sheffield United,,,,,,,,12,12,0,1080,0,6.58,0,1,0,0,0,0.2,0.6,0,0,0,0,31.2,56.4,0,7.7,0,0.1,0,0.1,0.9,0.1,0,1
Oliver Norwood,Oliver Norwood,O. Norwood,https://cdn.futbin.com/content/fifa24/img/players/186143.png,175,152,"CDM,CM",1991-04-12,€2.8M,€27K,right,Sheffield United,https://cdn.sofifa.net/meta/team/21/60.png,16,2019-01-01,2024,https://cdn.sofifa.net/flags/gb-nir.png,186143.0,1794,11,10,1,882,0,6.56,0,3,1,0,1,0,0.3,0,0.3,0.5,0.9,48.5,74,1,4.1,0,2.5,1.1,0.7,2.3,1.4,0.4,0
Vinicius Souza,Vinicius de Souza Costa,Vinicius Souza,https://cdn.futbin.com/content/fifa24/img/players/262929.png,187,176,"CDM,CM,CB",1999-06-17,€10.5M,€25K,right,Sheffield United,https://cdn.sofifa.net/meta/team/21/60.png,21,2023-08-09,2027,https://cdn.sofifa.net/flags/br.png,262929.0,1794,12,11,1,930,0,6.56,0,2,0,0,0.3,0.7,0.6,0.1,0.8,1.4,0.1,29.2,83.1,0,1.1,0,3.2,1.1,1.2,2,0.9,0.3,0
Gustavo Hamer,Gustavo Hamer,G. Hamer,https://cdn.futbin.com/content/fifa24/img/players/234741.png,169,134,"CM,CDM,CAM",1997-06-24,€7M,€32K,right,Sheffield United,https://cdn.sofifa.net/meta/team/21/60.png,8,2023-08-11,2027,https://cdn.sofifa.net/flags/nl.png,234741.0,1794,11,11,0,909,0,6.55,0,2,2,0,1.5,0.4,0.5,0.2,0.7,1.1,1.5,30.1,72.5,0.9,1.2,0,1.7,0.5,1.4,0.7,1.4,0.1,0
Max Lowe,Max Lowe,M. Lowe,https://cdn.futbin.com/content/fifa24/img/players/212100.png,175,163,"LWB,LB",1997-05-11,€2.8M,€22K,left,Sheffield United,https://cdn.sofifa.net/meta/team/21/60.png,3,2020-09-07,2024,https://cdn.sofifa.net/flags/gb-eng.png,212100.0,1794,2,2,0,126,0,6.54,0,0,0,0,0,0,0.5,0,0,1,0.5,11.5,56.5,0,1,0,4,0.5,2,2,1,1,0
Cameron Archer,Cameron Archer,C. Archer,https://cdn.futbin.com/content/fifa24/img/players/258930.png,176,159,ST,2001-12-09,€4.9M,€23K,right,Sheffield United,https://cdn.sofifa.net/meta/team/21/60.png,10,2023-08-27,2027,https://cdn.sofifa.net/flags/gb-eng.png,258930.0,1794,9,8,1,714,0,6.48,0,1,2,0,1.1,1,1.2,0.4,2.1,3.1,1,13.6,84.4,0,0.1,0,0.4,0.1,0.6,0.1,0.4,0.1,0
Auston Trusty,Auston Levi-Jesaiah Trusty,A. Trusty,https://cdn.futbin.com/content/fifa24/img/players/235755.png,191,187,"CB,LB",1998-08-12,€4.4M,€22K,left,Sheffield United,https://cdn.sofifa.net/meta/team/21/60.png,5,2023-08-03,2027,https://cdn.sofifa.net/flags/us.png,235755.0,1794,7,5,2,465,0,6.43,0,1,0,0,0,0,0.1,0.1,0.1,0.6,0.1,20.9,77.4,0.1,0.3,0,2.3,0.9,0.4,3.6,0.6,0.6,0
Yasser Larouci,Yasser Larouci,Y. Larouci,https://cdn.futbin.com/content/fifa24/img/players/252302.png,176,150,"LWB,LB",2001-01-01,€3M,€3K,left,Sheffield United,https://cdn.sofifa.net/meta/team/21/60.png,27,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/fr.png,252302.0,1794,5,1,4,220,0,6.39,0,0,0,0,0.6,0.6,0.4,0,0.2,0,0,12.6,76.2,0,0.2,0,0.8,1,0.6,2,0.2,0.2,0
George Baldock,George Baldock,G. Baldock,https://cdn.futbin.com/content/fifa24/img/players/200855.png,175,148,"RWB,RB",1993-03-09,€1.6M,€20K,right,Sheffield United,https://cdn.sofifa.net/meta/team/21/60.png,2,2017-07-01,2024,https://cdn.sofifa.net/flags/gr.png,200855.0,1794,6,5,1,450,0,6.36,0,2,0,0,0.2,0.8,1.7,0,1.5,0.7,0.3,26.3,74.1,0.2,1,0,1.3,0.7,1.8,1.2,0.5,0.3,0
Chris Basham,Chris Basham,C. Basham,https://cdn.futbin.com/content/fifa24/img/players/184274.png,190,176,CB,1988-07-20,€1M,€25K,right,Sheffield United,https://cdn.sofifa.net/meta/team/21/60.png,6,2014-07-01,2024,https://cdn.sofifa.net/flags/gb-eng.png,184274.0,1794,8,3,5,319,0,6.35,0,1,0,0,0.3,0.4,0.4,0.3,0.3,0.3,0.3,15.3,76.2,0,0.5,0,0.9,0.6,0.4,2.1,0.9,0.5,0
Luke Thomas,Luke Gerald Michael Thomas,L. Thomas,https://cdn.futbin.com/content/fifa24/img/players/235059.png,168,146,"CAM,RW",1999-02-19,€700K,€2K,left,Bristol Rovers,https://cdn.sofifa.net/meta/team/230/60.png,11,2023-07-01,2026,https://cdn.sofifa.net/flags/gb-eng.png,235059.0,1962,9,8,1,718,0,6.30,0,1,0,0,0.6,0.6,0.9,0,0.4,1,0.2,23.6,76.9,0.4,0.9,0,1.4,0.8,1,2.2,0.4,0.4,0
James McAtee,James McAtee,J. McAtee,https://cdn.futbin.com/content/fifa24/img/players/264349.png,180,159,"CAM,CM",2002-10-18,€3.5M,€37K,left,Sheffield United,https://cdn.sofifa.net/meta/team/21/60.png,28,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/gb-eng.png,264349.0,1794,8,6,2,516,0,6.29,0,1,0,1,0.9,1.1,1.1,0,1.6,1.9,1.1,17.3,70.3,0.1,0.1,0,1.6,0.1,0.8,0.1,0.9,0,0
Jayden Bogle,Jayden Bogle,J. Bogle,https://cdn.futbin.com/content/fifa24/img/players/244591.png,178,152,"RWB,RB",2000-07-27,€4.6M,€22K,right,Sheffield United,https://cdn.sofifa.net/meta/team/21/60.png,20,2020-09-07,2024,https://cdn.sofifa.net/flags/gb-eng.png,244591.0,1794,9,8,1,661,0,6.28,0,2,1,0,1,0.3,0.7,0.3,0.7,1.3,0.2,21.9,70.6,0.3,0.7,0,0.9,1,1.4,1.8,1.3,0.1,0
Jack Robinson,Jack Robinson,J. Robinson,https://cdn.futbin.com/content/fifa24/img/players/264275.png,190,174,"CB,LWB",2001-06-21,€300K,€1K,left,Carlisle United,https://cdn.sofifa.net/meta/team/330/60.png,19,2023-07-01,2025,https://cdn.sofifa.net/flags/gb-eng.png,264275.0,1480,12,11,1,1035,0,6.26,0,3,0,1,0.4,0.2,0.5,0,0,0.7,0.3,33.9,80.6,0,2.3,0,1.4,1,0.5,3.8,0.7,1,0
Anel Ahmedhodzic,Anel Ahmedhodzic,Anel Ahmedhodzic,,0,0,,,,,,Sheffield United,,,,,,,,8,8,0,720,0,6.26,0,3,0,0,1,0.5,0.3,0.1,0.8,0.4,0,34.1,74.4,0,1.8,0,2.1,1.4,1.4,3.4,0.8,1.4,0
John Egan,John Egan,J. Egan,https://cdn.futbin.com/content/fifa24/img/players/204936.png,185,165,CB,1992-10-20,€3.5M,€27K,right,Sheffield United,https://cdn.sofifa.net/meta/team/21/60.png,12,2018-07-19,2024,https://cdn.sofifa.net/flags/ie.png,204936.0,1794,6,6,0,484,0,6.16,0,2,0,0,0.5,0,0.2,0,0.2,0.3,0,30.5,69.9,0,0.8,0,1,2.2,1,6.5,1.2,0.7,0
Ben Osborn,Ben Osborn,B. Osborn,https://cdn.futbin.com/content/fifa24/img/players/210985.png,176,165,"LWB,LM,CM",1994-08-05,€1.7M,€21K,left,Sheffield United,https://cdn.sofifa.net/meta/team/21/60.png,23,2019-07-26,2024,https://cdn.sofifa.net/flags/gb-eng.png,210985.0,1794,7,3,4,276,0,6.08,0,2,0,0,0.1,0,0.1,0,0.4,0.6,0.3,15.7,75.5,0.3,0.9,0,0.7,0,0.3,1,0.3,0,0
Bénie Traoré,Bénie Traoré,Bénie Traoré,,0,0,,,,,,Sheffield United,,,,,,,,6,3,3,326,0,6.06,0,0,0,0,0.2,0.8,0.7,0.2,1,1.3,0.5,10.2,80.3,0,0.2,0.2,0.7,0.2,1.5,0,0.7,0.2,0
Andre Brooks,Andre Brooks,A. Brooks,https://cdn.futbin.com/content/fifa24/img/players/271816.png,180,154,"LW,ST",2003-08-20,€240K,€3K,left,Sheffield United,https://cdn.sofifa.net/meta/team/21/60.png,35,2021-05-21,2024,https://cdn.sofifa.net/flags/gb-eng.png,271816.0,1794,2,0,2,19,0,6.03,0,0,0,0,0,0,0,0,0,1,0,5.5,90.9,0,0,0,0,0.5,0,0,0,0,0
Rhian Brewster,Rhian Joel Brewster,R. Brewster,https://cdn.futbin.com/content/fifa24/img/players/238460.png,180,165,ST,2000-04-01,€2.7M,€13K,right,Sheffield United,https://cdn.sofifa.net/meta/team/21/60.png,7,2020-10-03,2025,https://cdn.sofifa.net/flags/gb-eng.png,238460.0,1794,5,2,3,166,0,6.02,0,0,0,0,0.2,0,0.2,0,0.2,1.4,0.2,6.8,64.7,0,0,0,0.8,0,0.4,0.2,0,0,0
Antwoine Hackford,Antwoine Hackford,A. Hackford,https://cdn.futbin.com/content/fifa24/img/players/260192.png,177,150,ST,2004-03-20,€600K,€4K,right,Sheffield United,https://cdn.sofifa.net/meta/team/21/60.png,39,2021-01-02,2024,https://cdn.sofifa.net/flags/gb-eng.png,260192.0,1794,2,0,2,11,0,5.92,0,0,0,0,0,0,0,0,0,0.5,0,1,100,0,0,0,0,0,0,0,0,0,0
Anis Ben Slimane,Anis Ben Slimane,Anis Ben Slimane,,0,0,,,,,,Sheffield United,,,,,,,,5,1,4,109,0,5.89,0,2,0,0,0.4,0,0.2,0,0.4,0.4,0,10.6,66,0,0.2,0,0.4,0.2,0.4,0,0.6,0,0
William Osula,William Osula,W. Osula,https://cdn.futbin.com/content/fifa24/img/players/270519.png,192,179,ST,2003-08-04,€600K,€4K,right,Sheffield United,https://cdn.sofifa.net/meta/team/21/60.png,32,2021-07-13,2024,https://cdn.sofifa.net/flags/dk.png,270519.0,1794,4,3,1,236,0,5.84,0,2,0,0,0.8,0,1.3,0.8,1,2.3,0,7,46.4,0.3,0,0,0,0,1.3,0.3,0,0.3,0
Ryan Oné,Ryan Oné,Ryan Oné,,0,0,,,,,,Sheffield United,,,,,,,,1,0,1,7,0,5.81,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
John Fleck,John Fleck,J. Fleck,https://cdn.futbin.com/content/fifa24/img/players/189177.png,170,159,"CM,CDM",1991-08-24,€1.5M,€22K,left,Sheffield United,https://cdn.sofifa.net/meta/team/21/60.png,4,2016-07-09,2024,https://cdn.sofifa.net/flags/gb-sct.png,189177.0,1794,1,0,1,19,0,5.76,0,0,0,0,0,0,0,0,0,1,0,8,62.5,0,1,0,0,0,0,0,0,0,0
Tom Davies,Tom Davies,T. Davies,https://cdn.futbin.com/content/fifa24/img/players/278073.png,180,154,LWB,2003-11-11,€375K,€1K,left,Kilmarnock,https://cdn.sofifa.net/meta/team/180/60.png,19,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/gb-wls.png,278073.0,82,3,0,3,57,0,5.74,0,1,0,0,0.7,0.3,0,0,1,0.7,0.3,13.7,85.4,0,0.3,0,1.3,0.7,1.3,0.7,0.7,0,0
James Maddison,James Maddison,J. Maddison,https://cdn.futbin.com/content/fifa24/img/players/220697.png,175,161,"CAM,RM,CM",1996-11-23,€49.5M,€120K,right,Tottenham Hotspur,https://cdn.sofifa.net/meta/team/6/60.png,10,2023-06-28,2028,https://cdn.sofifa.net/flags/gb-eng.png,220697.0,18,11,11,0,890,1,7.58,0,2,3,5,2.5,1.5,2.7,0.1,1.4,1.2,2.8,44.5,85.1,1.2,1.9,0.4,1.4,0.5,0.8,0.3,0.6,0,0
Son Heung-Min,손흥민 孙兴慜,H. Son,https://cdn.futbin.com/content/fifa24/img/players/200104.png,183,172,"LW,ST",1992-07-08,€77M,€170K,right,Tottenham Hotspur,https://cdn.sofifa.net/meta/team/6/60.png,7,2015-08-28,2025,https://cdn.sofifa.net/flags/kr.png,200104.0,18,12,12,0,983,2,7.31,0,0,8,1,2.6,0.9,1,0.6,0.8,1.6,1.6,23.3,84.6,0.1,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0,0
Cristian Romero,Cristian Gabriel Romero,C. Romero,https://cdn.futbin.com/content/fifa24/img/players/232488.png,185,174,CB,1998-04-27,€38M,€89K,right,Tottenham Hotspur,https://cdn.sofifa.net/meta/team/6/60.png,17,2022-08-30,2027,https://cdn.sofifa.net/flags/ar.png,232488.0,18,11,11,0,857,1,7.13,1,2,2,0,0.6,0.1,0.7,0,0,0.3,0.4,73.7,92.2,0,2.1,0.2,2,1.5,0.6,3.8,0.3,0.5,1
